"(Intercept)" "bio1" "bio12" "bio15" "bio16" "bio17" "bio4" "bio5" "bio6" "et0" "prop_bee_angios" "srad" "wind.1" "df" "logLik" "AICc" "delta" "weight"
"1593" 0.860630952146983 NA NA NA -9.26956655043074e-05 -4.84004887647777e-06 -3.06610056427386e-05 NA NA NA 0.329430197095251 -1.35517025305024e-05 NA 9 20.0761183728155 -17.8665224599166 11.6240507074676 4.49328276547807e-05
"3469" 0.88597419966692 NA NA -0.00125093952294318 -0.000133417945100773 NA NA NA 0.000691361526250008 -3.61431853282016e-05 NA -1.24136519475319e-05 0.00135878080248719 10 21.6150801199942 -17.8643065814517 11.6262665859325 4.48830723801973e-05
"2006" 1.19236584182859 -0.00270078075368462 NA -0.0042555344945811 NA -0.000795756472856746 NA 0.000956416936023253 0.00268430536220869 -0.000123434645485947 0.756950897594181 -9.55497764613203e-06 NA 12 24.9311657875079 -17.8623315750158 11.6282415923684 4.48387720787355e-05
"1587" 0.847639552600734 NA -5.04283405695717e-05 NA NA 0.000142962654424573 -3.12295089722042e-05 NA NA NA 0.348319379908167 -1.29840711855669e-05 NA 9 20.0731569928235 -17.8605996999327 11.6299734674515 4.4799961308952e-05
"2336" 0.748796824816743 0.00104602843664622 -0.00019830568213573 -0.00340942683232751 0.000350256074089997 -3.97301715079731e-05 NA NA NA -0.00011196088372128 NA NA 0.015271206879632 11 23.2299997315318 -17.8599994630636 11.6305737043206 4.47865180320837e-05
"2417" 0.429666929625629 NA NA NA NA -0.000180990492189894 -1.25581249367038e-05 0.000940213925121215 NA -0.000109445469348666 NA NA 0.0160233494032472 9 20.0723118237185 -17.8589093617228 11.6316638056615 4.47621137617909e-05
"2659" 0.536737114431489 NA -3.10907196612907e-05 NA NA NA -1.84554462291411e-05 0.000274662392311067 NA NA 0.139702892801933 NA -0.00745545663046462 9 20.0719603895559 -17.8582064933974 11.6323666739868 4.47463855896918e-05
"2901" 0.735975703664106 NA NA -0.0028587881081262 NA -0.000521552489366839 NA 0.000516171984605899 NA -4.96784348046748e-05 -0.266131016078744 NA -0.00806550128536071 10 21.6109579666528 -17.856062274769 11.6345108926153 4.4698438279894e-05
"2163" 0.558554936062508 NA -4.19673253668353e-05 NA NA 6.64490613944549e-05 -1.75066942982332e-05 0.000257444234967766 NA NA NA NA -0.00880353436775058 9 20.0680573202737 -17.8504003548331 11.6401728125511 4.45720777357078e-05
"3129" 0.825829097592122 NA NA NA -0.000104434314889008 -1.69724383916528e-05 -2.28022093178695e-05 NA NA NA NA -9.47363663644478e-06 -0.0103788576035549 9 20.0645564429399 -17.8433986001656 11.6471745672187 4.44163091814372e-05
"3115" 0.826895693619353 NA -3.78915091361144e-06 NA -9.93283607118947e-05 NA -2.2950122123728e-05 NA NA NA NA -9.49476295037827e-06 -0.0103955273660234 9 20.0629638446995 -17.8402134036847 11.6503597636995 4.43456281437764e-05
"2155" 0.559445689705522 NA -2.1712036141102e-05 NA -3.40183533827481e-05 NA -1.7096618038438e-05 0.000253897804374883 NA NA NA NA -0.00905820163230793 9 20.0628307947937 -17.8399473038732 11.6506258635111 4.43397283546218e-05
"984" 1.07855709480907 -0.00188926285553971 -1.99415899133863e-05 -0.00424835989202898 NA -0.000713472573562948 NA 0.000789200775713316 0.00226551940698402 -0.000188390844447734 0.837360037083182 NA NA 12 24.9157088007489 -17.8314176014978 11.6591555658864 4.41510286855125e-05
"2169" 0.565614328105738 NA NA NA -7.55319058561507e-05 -5.8264497480217e-05 -1.69537254811979e-05 0.000244919182849182 NA NA NA NA -0.00978934970553715 9 20.0543679184199 -17.8230215511254 11.6675516162588 4.39660700572176e-05
"2466" 0.515714298190882 -0.000208487635680236 NA NA NA NA 1.69099834469196e-05 NA 0.00091148838335517 -6.28939895493092e-05 NA NA 0.00601994798098958 9 20.0484379899745 -17.8111616942346 11.6794114731496 4.37061258946187e-05
"2665" 0.579289315145824 NA NA NA -9.22801695048972e-05 NA -2.05651393611711e-05 0.000228506694516912 NA NA 0.162417559694114 NA -0.0115522275555276 9 20.0480201759244 -17.8103260661346 11.6802471012497 4.36878686754749e-05
"3303" 1.1567825332292 NA -9.20156396516326e-05 -0.00285968771948022 NA NA -1.58260105354135e-05 -0.00039702872534604 0.000621343195723326 NA NA -1.13847240152537e-05 -0.0122951279275129 11 23.2048644492247 -17.8097288984495 11.6808442689348 4.36748261310162e-05
"2751" 0.974871933642078 NA -0.000544767948299427 -0.00514655667932472 0.000948141275446853 0.000869819664173543 -4.55664328549399e-05 NA 0.000301558699778174 NA 0.991597269642381 NA -0.00324298844346799 12 24.9046970890129 -17.8093941780258 11.6811789893584 4.36675173144827e-05
"351" 0.661421908617127 NA -4.58615514565469e-05 -0.002947307234606 0.00012989614757621 -0.000441875362454588 NA 0.000704456909435997 NA -7.10248049790853e-05 NA NA NA 10 21.5865440204615 -17.8072343823864 11.6833387849978 4.3620386310658e-05
"2653" 0.74637249622847 NA NA -0.00301443429871665 2.72944141855237e-05 -0.000555611578719487 NA 0.000240809499425198 NA NA -0.293657691666697 NA -0.0122960343258227 10 21.5848861536648 -17.8039186487931 11.6866545185912 4.35481294332242e-05
"1448" 1.20014622210991 -0.000822559895910661 -8.48231864331905e-05 -0.00267307486955712 NA NA -1.51061730663736e-05 NA 0.00115375178418865 1.08856528352682e-05 NA -1.86959118360188e-05 NA 11 23.2012365822561 -17.8024731645122 11.688100002872 4.35166667360238e-05
"2402" 0.508887647134061 0.00175319019256164 NA NA NA NA 2.26961418463709e-05 -0.0012807349498378 NA -1.86681923853498e-05 NA NA 0.00662706745565931 9 20.0390053994222 -17.7922965131302 11.6982766542541 4.32958021546799e-05
"2397" 0.674056285301989 NA NA -0.0029163461909595 4.22127410188129e-05 -0.000569807125592588 NA 0.00068982464708935 NA -7.22868564159276e-05 NA NA -0.00149941949823657 10 21.5789132333464 -17.7919728081562 11.6986003592281 4.32887951884867e-05
"3619" 0.785287990041902 NA -3.20484302784491e-05 NA NA NA -2.49536946685148e-05 NA NA NA 0.270392476875658 -9.52865344103868e-06 -0.00676905175307355 9 20.0377839133103 -17.7898535409062 11.700719626478 4.3242949219776e-05
"2647" 0.752434437109401 NA 1.22679501193063e-05 -0.00299331810933741 NA -0.000584030063424573 NA 0.000233505901315427 NA NA -0.301083087375469 NA -0.0130905765820023 10 21.5768558852888 -17.787858112041 11.7027150553432 4.31998266208282e-05
"3123" 0.805863533580912 NA -5.39479856448926e-05 NA NA 0.000135297876578851 -2.28711871459349e-05 NA NA NA NA -8.82951269853934e-06 -0.0093587810807917 9 20.0354558140321 -17.7851973423498 11.7053758250344 4.31423924394122e-05
"1248" 1.26800562767504 -0.00373296756945048 -0.000373776000930164 -0.00443740522175529 0.000685389600737778 0.000292416645228057 NA 0.00107289871249606 0.00312113820074201 NA NA -1.66207435755745e-05 NA 12 24.8892160585763 -17.7784321171527 11.7121410502316 4.29967049802448e-05
"2391" 0.679722551361732 NA 2.07439245841824e-05 -0.00288956359021378 NA -0.000623416240100225 NA 0.000690513917508096 NA -7.40340203246426e-05 NA NA -0.00216651927016959 10 21.5694091066986 -17.7729645548606 11.7176086125236 4.28793219217313e-05
"627" 0.5002678223702 NA -3.27482180989849e-05 NA NA 3.26130536354562e-05 -1.98691941977557e-05 0.000342958152168138 NA NA 0.138412804109629 NA NA 9 20.0289039665484 -17.7720936473825 11.7184795200018 4.28606540254692e-05
"847" 0.659559333945996 NA -0.000188897918315222 -0.00295845754803403 0.00038248126959728 NA NA 0.000572836839854737 NA -4.20657260525824e-05 -0.216286820163327 NA NA 10 21.5668587200487 -17.7678637815608 11.7227093858235 4.27701024067413e-05
"619" 0.495919781270975 NA -2.78690265527483e-05 NA -7.0109250279109e-07 NA -1.90586736477736e-05 0.00034290120260568 NA NA 0.130393301672319 NA NA 9 20.0245427070851 -17.763371128456 11.7272020389283 4.26741346179064e-05
"1488" 1.23029954170205 -0.00381560402692736 -0.000283317039803148 -0.00444622683496089 0.000519714900852805 NA NA 0.00134367903804019 0.00310920957811407 -4.80739348430023e-05 NA -1.29313162162733e-05 NA 12 24.881584760711 -17.7631695214219 11.7274036459623 4.26698331318576e-05
"1799" 0.793775003903243 NA -3.03999144402335e-05 -0.00134840974438545 NA NA NA NA NA 7.7554903518062e-05 -0.536778410852899 -1.37173797473558e-05 NA 9 20.0200578363821 -17.7544013870499 11.7361717803344 4.24831751760652e-05
"2765" 0.901721279348409 NA NA -0.00163916800493125 -0.000145597120536849 NA NA -0.000787291223698578 0.00090012723837312 NA 0.400370699272208 NA -0.0247108939201021 10 21.5598985659326 -17.7539434733286 11.7366296940556 4.24734494750724e-05
"3527" 1.22580799141447 NA -8.58750336502575e-05 -0.00265487936822044 NA NA NA -0.000973854153664688 0.00102675592529677 4.67059010416143e-05 NA -1.52763475761976e-05 -0.0168186024784206 11 23.1723023069133 -17.7446046138266 11.7459685535577 4.22755850031039e-05
"3736" 1.37514927600315 -0.00218113620880719 -2.58079406634591e-05 -0.00413152132442477 NA -0.000606840659145627 NA NA 0.00248486885129967 NA 0.631725940189201 -1.73920376311848e-05 -0.014584045167352 12 24.8720020813054 -17.7440041626108 11.7465690047735 4.226289469497e-05
"3669" 0.767737467750633 NA NA -0.00293008169051096 NA -0.000516192256739081 NA 0.000223110843318452 NA NA -0.33643928894097 5.25610254728431e-08 -0.0155103050723014 10 21.5534258144983 -17.74099797046 11.7495751969243 4.21994172221399e-05
"2754" 0.490481173391148 0.00127077131785191 NA NA NA NA NA -0.000825623556278587 -0.000104609599627327 NA 0.434373179212942 NA 0.00337771572332894 9 20.0111569668735 -17.7365996480327 11.7539735193515 4.21067158705173e-05
"3495" 1.09793095455572 NA -9.36182531970705e-05 -0.00292844555173622 NA NA -2.51209000946078e-05 NA 0.000356560427980647 -2.41478779660864e-05 NA -9.70296505422595e-06 -0.00843028617235654 11 23.1660248948366 -17.7320497896731 11.7585233777111 4.20110349488432e-05
"1264" 1.29077855504565 -0.00389365062402151 -0.000273732326459377 -0.00448482172925098 0.000497534649612308 NA -9.16799417073168e-06 0.00136598722538945 0.00296571641331362 NA NA -1.8133161752039e-05 NA 12 24.8642562918648 -17.7285125837295 11.7620605836547 4.19367997732107e-05
"990" 1.06910087833062 -0.00207797939451112 NA -0.00429003348244705 -1.60335251651538e-05 -0.000800132072374634 NA 0.000898830889423683 0.00232527052159553 -0.000185738167860816 0.821237463784805 NA NA 12 24.862263637093 -17.7245272741859 11.7660458931983 4.18533174124141e-05
"3425" 0.646334193458358 NA NA NA NA NA -1.57679630598215e-05 0.000380819494107385 NA 3.0224109912812e-05 NA -1.64384742914821e-05 0.0137343673289206 9 20.0026126050442 -17.7195109243742 11.7710622430101 4.17484735103389e-05
"1889" 0.672635567583155 NA NA NA NA NA -1.89931295751429e-05 0.000226095584182569 NA 3.64990520316228e-05 0.33310849248313 -1.44898153272324e-05 NA 9 20.0025198371127 -17.7193253885112 11.7712477788731 4.17446007704435e-05
"633" 0.498849431876068 NA NA NA -5.3395558881271e-05 -7.13618451419771e-05 -1.87832142716797e-05 0.000339202326802224 NA NA 0.119990048428613 NA NA 9 20.0014310056392 -17.7171477255641 11.7734254418202 4.16991726715343e-05
"3352" 0.744096219194717 0.00102482847387091 -1.880029672679e-05 -0.00340327308321134 NA -0.000562285762807205 NA NA NA -0.000150337944766014 NA 6.86253047295588e-06 0.00634692130485256 11 23.1580382399951 -17.7160764799902 11.7744966873941 4.1676843624961e-05
"2968" 1.11617404577821 -0.000923369275469101 -2.83461764225005e-05 -0.00424552994874877 NA -0.000647471676475315 NA NA 0.00179093743922605 -0.000144732012200316 0.858202375068884 NA -0.00643682452005027 12 24.8564168614476 -17.7128337228952 11.777739444489 4.1609324436654e-05
"2639" 0.696718196778335 NA -0.000187121045396918 -0.00302842934569471 0.000375703532344864 NA NA 0.000313533742598482 NA NA -0.277840394592015 NA -0.00760138893042782 10 21.5372199291408 -17.7085861997451 11.7819869676392 4.15210499224414e-05
"3030" 1.07248155520493 -0.00229853761651144 NA -0.00436426514351241 NA -0.000827382637421448 NA 0.000975554886695064 0.0024155908842062 -0.000178184316885531 0.804545102253264 NA -0.00175907157348252 12 24.8516325545025 -17.7032651090049 11.7873080583793 4.14107281084808e-05
"3647" 1.20262028656197 NA -0.000457644780178543 -0.00520172379272125 0.000754156548748228 0.000670805951809905 -6.21528082894149e-05 NA NA NA 1.06620597404644 -7.55410027368407e-06 -0.0065776235986265 12 24.8489428442849 -17.6978856885698 11.7926874788144 4.12994949095672e-05
"3873" 0.759849596339185 NA NA NA NA NA -2.14777805476348e-05 NA NA 8.62561869808451e-05 0.254377457357508 -2.07435435135451e-05 0.00574225378604018 9 19.9917019004382 -17.6976895151622 11.7928836522221 4.1295444176907e-05
"2760" 1.06767533056407 0.000676203048738713 -9.00598637379884e-05 -0.00289953500116318 NA NA NA -0.00138583950929706 0.00080493424205621 NA 0.54998665401101 NA -0.0269724048475811 11 23.1469923114859 -17.6939846229718 11.7965885444124 4.1219017402688e-05
"607" 0.659087358399584 NA -0.000111238899354585 -0.00305063090209926 0.00025711652944612 -0.000255356010722649 NA 0.000369681227187001 NA NA -0.290753361587985 NA NA 10 21.5297720841743 -17.6936905098121 11.7968826575721 4.12129563206351e-05
"2799" 1.09723982449603 NA -0.00026484925628355 -0.00481114964394711 0.000459279274620266 NA -1.07665521446214e-05 -0.000884244512138925 0.00104422391428195 NA 0.787525174087093 NA -0.0141748716625057 12 24.8442176572475 -17.688435314495 11.8021378528892 4.11048074012536e-05
"1021" 1.05704809443037 NA NA -0.00443008507407628 -7.47930047109477e-05 -0.000686511970769237 -3.1102360670988e-05 0.000376770275937888 0.000584354271866363 -0.000168792535981337 1.09139845168695 NA NA 12 24.8439259430106 -17.6878518860212 11.802721281363 4.10928182925114e-05
"1950" 1.19938264203936 -0.00120942449658411 NA -0.00412839529651095 -2.61643269817206e-05 -0.000722661902619243 NA NA 0.00196322097530839 -9.33100796324115e-05 0.826484161047038 -9.61761675733834e-06 NA 12 24.8423277136585 -17.684655427317 11.8059177400673 4.10271949986606e-05
"1083" 0.833183180127231 NA 1.49303472335582e-05 NA -0.000113821943154677 -6.99004047437638e-05 -2.41960804753524e-05 NA NA NA NA -1.18304112293593e-05 NA 9 19.9753061121336 -17.6648979385528 11.8256752288314 4.06238931642537e-05
"3377" 0.742354768533959 NA NA NA NA -9.79725921588441e-05 -1.70406360509951e-05 NA NA 7.91270714455726e-05 NA -1.79514365952892e-05 0.00299438980143911 9 19.9730711503946 -17.660428015075 11.8301451523093 4.05332017010707e-05
"3358" 0.74479979158168 0.00100212492106699 NA -0.00340766715382357 -2.47768840821578e-05 -0.000626511722056103 NA NA NA -0.000146032595447157 NA 6.43391165877349e-06 0.00668605510308138 11 23.1294840522055 -17.6589681044109 11.8316050629733 4.05036250704881e-05
"2913" 0.392202542340584 NA NA NA NA NA -2.1597341830231e-05 0.00108113671231989 NA -0.000136689633426135 0.597800113255853 NA 0.0213162875873741 9 19.9718098085261 -17.6579053313379 11.8326678360463 4.04821077069711e-05
"718" 0.744933302769147 0.00252557439225165 NA -0.00154991976196149 -0.000120146164284135 NA NA -0.0018208901920892 -0.000404080110596212 NA 0.57106885772121 NA NA 10 21.5045552658763 -17.643256873216 11.8473162941682 4.01866906489759e-05
"1629" 0.708394628654839 NA NA -0.00288897447165384 4.59725604096419e-05 -0.000552448346387316 NA 0.000377443333735391 NA NA -0.293568489830829 -3.13070127640364e-06 NA 10 21.5041131611986 -17.6423726638606 11.8482005035237 4.01689278518549e-05
"1511" 1.10573138596782 NA -8.77249068194333e-05 -0.00275102023713692 NA NA -1.98683848052406e-05 -0.000115399317760929 0.000525723770145117 -1.6177250327421e-05 NA -1.31448811617594e-05 NA 11 23.1209166639266 -17.6418333278532 11.8487398395311 4.01580970376976e-05
"2477" 0.858351893134523 NA NA -0.0016458171925512 -0.000166715698939777 NA -1.52849803037835e-05 NA 0.000371372776524125 -5.48415644884105e-05 NA NA -0.0136406058033051 10 21.5035987151333 -17.64134377173 11.8492293956543 4.01482684195119e-05
"3990" 1.22241271561238 -0.00147620435784878 NA -0.00425244293903042 NA -0.000761915295294938 NA NA 0.00206638392073815 -6.73860540557559e-05 0.794535067799489 -1.03841750556157e-05 -0.00431688404068547 12 24.8167331773712 -17.6334663547425 11.8571068126418 3.99904471037857e-05
"958" 1.07976673047636 -0.000289473306032219 NA -0.00434582797548278 -4.80198359449228e-05 -0.000722402706481602 -1.36811647393157e-05 NA 0.00116172135769649 -0.00015035899882525 0.990776447327253 NA NA 12 24.8166490660361 -17.6332981320723 11.857275035312 3.99870835953451e-05
"1981" 1.10333575665209 NA NA -0.00431420739547114 -6.25628939530228e-05 -0.000683904916650707 -2.11943122704939e-05 NA 0.000835001089315541 -0.000135174982414613 1.0258317834138 -3.06404559965279e-06 NA 12 24.8161213469879 -17.6322426939758 11.8583304734085 3.99659872166185e-05
"1720" 1.32092323430495 -0.00137936820931968 -2.86240425065291e-05 -0.00412002434087215 NA -0.000556132279121812 -1.51565516395407e-05 NA 0.00177166070433691 NA 0.771677423223557 -1.9805548994506e-05 NA 12 24.8147814017855 -17.629562803571 11.8610103638132 3.99124708462975e-05
"1615" 0.654054240212705 NA -0.000191797598158261 -0.00301421209925599 0.000400122056882964 NA NA 0.000386571567444014 NA NA -0.281515887703725 -4.3208355516428e-07 NA 10 21.4960863144471 -17.6263189703577 11.8642541970266 3.98477886157904e-05
"1974" 1.19004388778358 -0.00118079333176988 NA -0.00426502135163165 NA -0.000758576400432593 -3.5788380107804e-06 NA 0.00184197637509437 -8.01511102896355e-05 0.853256074747968 -9.64679239667958e-06 NA 12 24.8130172115529 -17.6260344231058 11.8645387442784 3.98421197296948e-05
"2383" 0.632239638503832 NA -0.000189441391635009 -0.00293255909576846 0.000393786449115659 NA NA 0.000676092923829557 NA -5.73932322113593e-05 NA NA 0.000912268291999993 10 21.4952185078674 -17.6245833571983 11.865989810186 3.98132234427547e-05
"2845" 0.81088196948219 NA NA -0.00307263176762754 2.241974415351e-05 -0.000551160409187755 NA NA NA 1.88422280134856e-05 -0.340861699820189 NA -0.0186039463961842 10 21.4951453392801 -17.6244370200236 11.8661361473607 3.9810310472008e-05
"2941" 0.972598294989688 NA NA -0.00456122249024332 -8.4184305279717e-05 -0.000673671691917289 -5.61131481068915e-05 0.00126007054948435 NA -0.000220639110956211 1.24194436066155 NA 0.0140461424233357 12 24.8118970582123 -17.6237941164246 11.8667790509597 3.97975154326726e-05
"3798" 1.35943727629836 -0.00309288740478041 NA -0.00421611054099562 NA -0.000752563191790873 NA 0.000562472602856683 0.00288305765627125 NA 0.573421724353965 -1.89615843048149e-05 -0.0118270617761439 12 24.8114132354338 -17.6228264708676 11.8677466965167 3.97782651454177e-05
"2350" 0.833782455591405 0.000397728285104112 NA -0.00169492500915746 -0.000169392587446116 NA -2.1029840427467e-05 NA NA -5.77991814643312e-05 NA NA -0.0105385246594766 10 21.4933668422177 -17.6208800258987 11.8696931414855 3.97395708755075e-05
"1480" 1.19537320015561 -0.00128048309554881 -7.95843261415873e-05 -0.00238469623764192 NA NA NA 9.30238141277075e-06 0.00173851214328936 1.28220230509967e-06 NA -1.95876892776938e-05 NA 11 23.1098567390469 -17.6197134780938 11.8708596892905 3.97163985794746e-05
"1855" 1.20328486024593 NA -0.000476934009074529 -0.00521067531550414 0.000799848644301363 0.000722209603721972 -6.35029169031937e-05 NA NA 2.31232033236106e-06 1.07997106241342 -9.04528384277366e-06 NA 12 24.8091282736448 -17.6182565472896 11.8723166200947 3.96874770926442e-05
"2839" 0.814768852181531 NA 1.02940963201813e-05 -0.00305495462056939 NA -0.000575783905901957 NA NA NA 1.79596322940622e-05 -0.345024095987826 NA -0.0190686197810752 10 21.4903185125211 -17.6147833665055 11.8757898008787 3.9618616010294e-05
"622" 0.749051327301024 0.00140983797444723 NA -0.0016449457973633 -0.000121076377185384 NA -9.30335375185036e-06 -0.00111808977761285 NA NA 0.551869438932284 NA NA 10 21.4892677942482 -17.6126819299598 11.8778912374245 3.95770098685001e-05
"3613" 0.801363855169702 NA NA -0.00314855731326587 2.08636885020791e-05 -0.000566888372891556 NA NA NA NA -0.32797937699048 3.01606789838762e-06 -0.0205331519372795 10 21.4878355655076 -17.6098174724787 11.8807556949056 3.95203671098778e-05
"1613" 0.643190217059203 NA NA -0.000891188340014193 -5.52494787314136e-05 NA NA 0.000445775170809506 NA NA -0.295582917729863 -8.1147497447567e-06 NA 9 19.9462501405135 -17.6067859953128 11.8837871720715 3.94605099400071e-05
"3005" 1.06595695853824 NA NA -0.00434223037069173 -5.62806969286688e-05 -0.000704926089257448 -1.83065609421907e-05 NA 0.000896731398186688 -0.000154102003565433 1.029553115211 NA 0.000824963796805667 12 24.8027136368247 -17.6054272736493 11.8851458937349 3.94337111192197e-05
"1648" 1.15161277591343 0.000455499402173587 -0.000227844379530571 -0.00475982580435533 0.000354023796002992 NA -4.68080874651443e-05 -0.000182879628824654 NA NA 0.978241775980764 -1.11373752983744e-05 NA 12 24.8025681033385 -17.605136206677 11.8854369607072 3.94279726113516e-05
"1623" 0.71655375595613 NA 2.20865800874722e-05 -0.00283939423874761 NA -0.000604708633185988 NA 0.000380444967925349 NA NA -0.303854913892837 -3.61992433993127e-06 NA 10 21.4852017785343 -17.604549898532 11.8860232688523 3.94164158346498e-05
"3742" 1.3560315074591 -0.00212167203209576 NA -0.00413910406263261 -2.93567978808746e-05 -0.000700893331974968 NA NA 0.00242237834732492 NA 0.636010943048938 -1.72186729308571e-05 -0.0130135994733004 12 24.8011111622767 -17.6022223245533 11.8883508428309 3.93705702051838e-05
"3607" 0.805754557354745 NA 9.50835414029221e-06 -0.00312775947056987 NA -0.000588546780188515 NA NA NA NA -0.33271481437282 2.86591769909528e-06 -0.0208883797326441 10 21.4833328854516 -17.6008121123667 11.8897610550175 3.93428195609587e-05
"3632" 1.15179222806321 0.000282498858123487 -0.000227795383283321 -0.00478794166636839 0.000353095167977523 NA -5.04055948940776e-05 NA NA NA 0.975352538070857 -1.16923143212597e-05 0.000548464175432923 12 24.7985735373659 -17.5971470747319 11.8934260926524 3.92707891225076e-05
"2637" 0.637424953497787 NA NA -0.00106242611501231 -7.77820870888476e-05 NA NA 0.000228384978733255 NA NA -0.307712492546742 NA -0.017035521222052 9 19.940128758593 -17.5945432314718 11.8960299359125 3.92196949002729e-05
"2413" 0.830084345738004 NA NA -0.00176855690573719 -0.000174345395225458 NA -2.93302774439123e-05 0.000434841312322541 NA -6.87412548983186e-05 NA NA -0.0101339877133893 10 21.4760694117818 -17.586285165027 11.9042880023572 3.9058089344014e-05
"3861" 0.81717546455739 NA NA -0.00302950670789177 NA -0.000525084192995862 NA NA NA 1.23263390682142e-05 -0.369264096562692 1.24385052213844e-06 -0.0216248667198214 10 21.4758244224986 -17.5857951864606 11.9047779809236 3.90485217027345e-05
"2879" 1.14689367703512 NA -0.000472451036877553 -0.00536216152517353 0.000782622136628257 0.00067646010340081 -6.09701279859012e-05 NA NA -3.21364401848226e-05 1.06349565194555 NA -0.0111401627913953 12 24.7913016447597 -17.5826032895195 11.9079698778648 3.89862519770989e-05
"1782" 1.32669282101971 -0.00293767215347747 NA -0.00427171880663399 NA -0.000731403950128116 -1.64604607898887e-05 0.000919141986525175 0.00245640864734572 NA 0.670308167682719 -2.20148794298276e-05 NA 12 24.7902935559357 -17.5805871118713 11.9099860555129 3.89469701752878e-05
"123" 0.49739818378379 NA -0.000100457163686468 NA 0.000124749824799198 0.000223651269518836 -1.79340618317457e-05 0.000347880480590837 NA NA NA NA NA 9 19.9317606031381 -17.5778069205619 11.9127662468223 3.88928677737518e-05
"2624" 0.994459638773395 0.00020541173345235 -0.000527161480809523 -0.00518408669332308 0.000904997089371132 0.000838834575676455 -5.33016823453488e-05 NA NA NA 1.00501174599633 NA -0.00451447610179688 12 24.7853166948955 -17.5706333897909 11.9199397775933 3.87536180591923e-05
"496" 1.05977957708538 -0.00361194684358553 -0.000294971477229767 -0.00473701257875947 0.000523500888960875 NA -1.62547772383817e-05 0.00197030333061651 0.00252386275331205 -0.00013554389066023 NA NA NA 12 24.7823542872681 -17.5647085745362 11.925864592848 3.86389839258163e-05
"2498" 0.478844745845305 9.6714192844036e-05 NA NA NA NA NA 0.000213054814516218 0.00033180735417045 -5.98780942634755e-05 NA NA 0.00976808464615127 9 19.9244424234784 -17.5631705612426 11.9274026061417 3.8609281712414e-05
"2872" 1.03742353348078 0.00090679527247728 -5.33044729377256e-05 -0.00441722047186987 NA -0.000477875387393845 -3.81963215579018e-05 NA NA -0.000159677593012107 1.16554983235756 NA 0.00498592990888439 12 24.781352217995 -17.5627044359901 11.9278687313942 3.86002843803325e-05
"2722" 0.513246541123975 -0.000530665716367553 NA NA NA NA 8.42169432717913e-06 NA 0.000924145364318336 NA 0.188017658407324 NA -0.00445369219038242 9 19.922775931541 -17.5598375773677 11.9307355900166 3.85449932387194e-05
"2143" 0.693089173294596 NA -7.69178059491108e-05 -0.00305700081530831 0.000191110749735695 -0.000342776826962412 NA 0.000304825669391916 NA NA NA NA -0.0107436774239605 10 21.4627174158301 -17.5595811731236 11.9309919942607 3.85400520055369e-05
"2591" 0.841282368050295 NA -1.57849271494925e-05 -0.00309066696654286 4.94726930147891e-05 -0.0005093145284894 NA NA NA NA -0.329039972508986 NA -0.0183819793628824 10 21.4614783228756 -17.5571029872147 11.9334701801696 3.84923268726769e-05
"2512" 1.11199958628396 -0.0034454529817205 -0.000294575049133402 -0.00463360068034313 0.000528376062659384 NA NA 0.00130434283368031 0.00282823693256326 -0.000102013371870701 NA NA -0.0101173244715956 12 24.7770355435639 -17.5540710871279 11.9365020802564 3.8434018635438e-05
"3695" 1.16028783020356 NA -0.000227931081891079 -0.00485226536023679 0.000350273938123833 NA -5.62508094290334e-05 0.000262013364363877 NA NA 0.965540812137464 -1.20758696382459e-05 -0.000126926880366477 12 24.7766456696832 -17.5532913393664 11.9372818280179 3.84190371360769e-05
"2974" 1.0986061527685 -0.00088400805945847 NA -0.00425237328702239 -3.23570045617544e-05 -0.000749708792632429 NA NA 0.00173394671639064 -0.000141647586378284 0.855197789491739 NA -0.0050782836697068 12 24.7721788811372 -17.5443577622745 11.9462154051098 3.82478101231771e-05
"3431" 1.08517793350236 NA -9.5447059505592e-05 -0.0031019196707104 NA NA -3.83759906640044e-05 0.000276625044097551 NA -2.20662007817717e-05 NA -8.94535019162265e-06 -0.00896733397499713 11 23.069826887906 -17.539653775812 11.9509193915723 3.81579572407639e-05
"1848" 1.05371678953053 0.000823064496210798 -5.62481362015151e-05 -0.00446143918515779 NA -0.000467883131595763 -3.92854460346247e-05 NA NA -0.000151403701295104 1.14008912733638 5.6531322257045e-07 NA 12 24.7679701036692 -17.5359402073385 11.9546329600458 3.80871718841572e-05
"3248" 1.28194074695809 -0.00236990301154554 -0.00026567471000781 -0.0043317694817318 0.000468021170195903 NA 1.07564427565023e-05 NA 0.00261967875901158 NA NA -1.09160987608281e-05 -0.0128524759374226 12 24.767853849188 -17.5357076983761 11.9548654690082 3.80827443371155e-05
"3176" 1.11019430641019 4.96012008870096e-05 -9.40113190979295e-05 -0.00309833948669559 NA NA -3.75769671663855e-05 0.000131110947008868 NA NA NA -1.06139540052206e-05 -0.0103208817581419 11 23.0636781068356 -17.5273562136711 11.9632169537131 3.79240521680844e-05
"3368" 1.10077536214869 0.000205986003086477 -9.40575820501316e-05 -0.00306325717571211 NA NA -3.42135278473211e-05 NA NA -7.576262538316e-06 NA -9.55527197391411e-06 -0.0101627078103676 11 23.0627749727059 -17.5255499454119 11.9650232219724 3.78898171239837e-05
