"","Value","Std.Error","t-value","p-value"
"(Intercept)",0.426939541421193,0.0556433515489169,7.67278622758487,0
"bin_biomeopen",0.165953032205147,0.0754439068520688,2.19968767697237,0.033
"prop_bee_angios",0.884533037493004,0.836210761198132,1.05778719736354,0.295
"bin_biomeopen:prop_bee_angios",-1.87359645603387,1.06626328247546,-1.75716118788605,0.085
