"","Value","Std.Error","t-value","p-value"
"(Intercept)",0.470602550499739,0.155848170055384,3.01962192005527,0.004
"npp",0.000223751174933401,0.000777765767909071,0.287684524268699,0.775
"prop_bee_angios",0.0360537126873766,1.35961563854637,0.0265175772219884,0.979
"npp:prop_bee_angios",-0.000474291855732898,0.00809495142660048,-0.0585910687708819,0.954
