"","Value","Std.Error","t-value","p-value"
"(Intercept)",0.231699322255413,0.127543665261639,1.81662744112075,0.075
"temperature",0.00135278214052805,0.000573319704083586,2.35955982481081,0.022
"prop_bee_angios",2.09888207867268,1.15856171751398,1.81162733667433,0.076
"temperature:prop_bee_angios",-0.0111509747449538,0.00648982243329529,-1.71822493751833,0.092
