"","Value","Std.Error","t-value","p-value"
"(Intercept)",0.323696875743197,0.0887671298379736,3.64658490517875,0.001
"tropicaltropical",0.264099245298997,0.113004233173641,2.33707391202933,0.024
"prop_bee_angios",1.16702130850399,0.737197544759127,1.58305099738945,0.12
"tropicaltropical:prop_bee_angios",-2.67898873331011,2.06040822040876,-1.30022230875134,0.2
