"","Value","Std.Error","t-value","p-value"
"(Intercept)",0.517643939133165,0.0528370753544318,9.79698319145794,0
"elevation",2.79171993459219e-06,4.8659910382432e-05,0.0573720730813369,0.954
"prop_bee_angios",-0.38722741864876,0.771184302236531,-0.502120462677666,0.618
"elevation:prop_bee_angios",0.000150301515667784,0.000521884179220134,0.287997838701269,0.775
