"","Value","Std.Error","t-value","p-value"
"(Intercept)",0.515,0.0521216560557158,9.88072979587387,0
"super_biometemperate",-0.102852716127671,0.0769869180173964,-1.33597653700632,0.188
"super_biometropical",0.0249999999999998,0.0616711751305783,0.405375768291531,0.687
