"","Value","Std.Error","t-value","p-value"
"(Intercept)",0.478737520612647,0.161084217120723,2.97197037158433,0.005
"prec_seasonality",0.000612137277639561,0.00231364749859246,0.264576724851977,0.792
"prop_bee_angios",1.65222542803515,2.68812067433071,0.614639604468844,0.542
"prec_seasonality:prop_bee_angios",-0.0262488443751211,0.0387230415160966,-0.677861122148937,0.501
