scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_kingdom_name,taxon_phylum_name,taxon_subphylum_name,taxon_superclass_name,taxon_class_name,broad_category,specific_category,taxon_subclass_name,taxon_superorder_name,taxon_order_name,taxon_suborder_name,taxon_superfamily_name,taxon_family_name,taxon_subfamily_name,taxon_supertribe_name,taxon_tribe_name,taxon_subtribe_name,taxon_genus_name,taxon_genushybrid_name,taxon_species_name,taxon_hybrid_name,taxon_subspecies_name,taxon_variety_name,taxon_form_name
Xylocopa griswoldi,,Insecta,1400900,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Xylocopinae,,Xylocopini,,Xylocopa,NA,Xylocopa griswoldi,,,,
Agapostemon virescens,Bicolored Striped Sweat Bee,Insecta,82530,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Halictidae,Halictinae,,Halictini,,Agapostemon,NA,Agapostemon virescens,,,,
Sphecodes,Blood Bees,Insecta,61891,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Halictidae,Halictinae,,Sphecodini,,Sphecodes,NA,,,,,
Xylocopa sonorina,Valley Carpenter Bee,Insecta,244216,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Xylocopinae,,Xylocopini,,Xylocopa,NA,Xylocopa sonorina,,,,
Peponapis pruinosa,Pruinose Squash Bee,Insecta,57679,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Eucerini,,Peponapis,NA,Peponapis pruinosa,,,,
Bombus vancouverensis nearcticus,Nearctic Bumble Bee,Insecta,1020323,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Bombini,,Bombus,NA,Bombus vancouverensis,,Bombus vancouverensis nearcticus,,
Bombus fervidus,Golden Northern Bumble Bee,Insecta,52774,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Bombini,,Bombus,NA,Bombus fervidus,,,,
Sphecius speciosus,Eastern Cicada-killer Wasp,Insecta,51954,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Crabronidae,Bembicinae,,Bembicini,Spheciina,Sphecius,NA,Sphecius speciosus,,,,
Sphex pensylvanicus,Great Black Digger Wasp,Insecta,48738,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Sphecidae,Sphecinae,,Sphecini,,Sphex,NA,Sphex pensylvanicus,,,,
Anthophila,Bees,Insecta,630955,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,,,,,,,NA,,,,,
Zadontomerus,,Insecta,468067,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Xylocopinae,,Ceratinini,,Ceratina,NA,,,,,
Cerceris bicornuta,,Insecta,264946,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Crabronidae,Philanthinae,,Cercerini,,Cerceris,NA,Cerceris bicornuta,,,,
Hylaeus,Masked Bees,Insecta,127812,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Colletidae,Hylaeinae,,,,Hylaeus,NA,,,,,
Halictus confusus,Confusing Furrow Bee,Insecta,199115,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Halictidae,Halictinae,,Halictini,,Halictus,NA,Halictus confusus,,,,
Hylaeus modestus,Modest Masked Bee,Insecta,199048,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Colletidae,Hylaeinae,,,,Hylaeus,NA,Hylaeus modestus,,,,
Bembix americana,American Sand Wasp,Insecta,53072,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Crabronidae,Bembicinae,,Bembicini,Bembicina,Bembix,NA,Bembix americana,,,,
Andrena prunorum,Prunus Miner,Insecta,57667,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Andrenidae,Andreninae,,Andrenini,,Andrena,NA,Andrena prunorum,,,,
Agapostemon melliventris,Honey-tailed Striped Sweat Bee,Insecta,50087,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Halictidae,Halictinae,,Halictini,,Agapostemon,NA,Agapostemon melliventris,,,,
Cerceris sextoides,,Insecta,626855,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Crabronidae,Philanthinae,,Cercerini,,Cerceris,NA,Cerceris sextoides,,,,
Lasioglossum,,Insecta,57678,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Halictidae,Halictinae,,Halictini,,Lasioglossum,NA,,,,,
Diadasia bituberculata,Bindweed Turret Bee,Insecta,196604,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Emphorini,,Diadasia,NA,Diadasia bituberculata,,,,
Bombus vancouverensis vancouverensis,Vancouver Island Bumble Bee,Insecta,1020322,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Bombini,,Bombus,NA,Bombus vancouverensis,,Bombus vancouverensis vancouverensis,,
Ammophila,Thread-waisted Sand Wasps,Insecta,83951,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Sphecidae,Ammophilinae,,Ammophilini,,Ammophila,NA,,,,,
Podalonia,Cutworm Wasps,Insecta,154665,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Sphecidae,Ammophilinae,,Ammophilini,,Podalonia,NA,,,,,
Philanthus,Beewolves,Insecta,56893,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Crabronidae,Philanthinae,,Philanthini,Philanthina,Philanthus,NA,,,,,
Augochlorella pomoniella,Peridot Sweat Bee,Insecta,82525,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Halictidae,Halictinae,,Augochlorini,,Augochlorella,NA,Augochlorella pomoniella,,,,
Isodontia elegans,Elegant Grass-carrying Wasp,Insecta,300137,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Sphecidae,Sphecinae,,Sphecini,,Isodontia,NA,Isodontia elegans,,,,
Bembix,,Insecta,53067,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Crabronidae,Bembicinae,,Bembicini,Bembicina,Bembix,NA,,,,,
Bombus morrisoni,Morrison's Bumble Bee,Insecta,324278,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Bombini,,Bombus,NA,Bombus morrisoni,,,,
Megachile rotundata,Alfalfa Leafcutter Bee,Insecta,52783,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Megachilidae,Megachilinae,,Megachilini,,Megachile,NA,Megachile rotundata,,,,
Anthophora urbana,Urbane Digger Bee,Insecta,57681,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Anthophorini,,Anthophora,NA,Anthophora urbana,,,,
Bombus bifarius,Colorado Black-notched Bumble Bee,Insecta,1020324,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Bombini,,Bombus,NA,Bombus bifarius,,,,
Trigona fulviventris,Red-tailed Stingless Bee,Insecta,180366,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Meliponini,,Trigona,NA,Trigona fulviventris,,,,
Xylocopa fimbriata,Ridge-crowned Carpenter,Insecta,502620,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Xylocopinae,,Xylocopini,,Xylocopa,NA,Xylocopa fimbriata,,,,
Megachile xylocopoides,Carpenter-mimic Leafcutter Bee,Insecta,323780,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Megachilidae,Megachilinae,,Megachilini,,Megachile,NA,Megachile xylocopoides,,,,
Coelioxys dolichos,,Insecta,626625,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Megachilidae,Megachilinae,,Megachilini,,Coelioxys,NA,Coelioxys dolichos,,,,
Neoxylocopa,,Insecta,557049,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Xylocopinae,,Xylocopini,,Xylocopa,NA,,,,,
Euglossa,Typical Orchid Bees,Insecta,49714,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Euglossini,,Euglossa,NA,,,,,
Larra bicolor,,Insecta,451964,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Crabronidae,Crabroninae,,Larrini,Larrina,Larra,NA,Larra bicolor,,,,
Andrena principalis,,Insecta,308889,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Andrenidae,Andreninae,,Andrenini,,Andrena,NA,Andrena principalis,,,,
Andrena auricoma,Golden-haired Miner Bee,Insecta,361386,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Andrenidae,Andreninae,,Andrenini,,Andrena,NA,Andrena auricoma,,,,
Colletes slevini,Slevin's Cellophane Bee,Insecta,179704,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Colletidae,Colletinae,,,,Colletes,NA,Colletes slevini,,,,
Dufourea,Short-faced Bees,Insecta,173715,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Halictidae,Rophitinae,,,,Dufourea,NA,,,,,
Heriades,Armored-Resin bees,Insecta,124222,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Megachilidae,Megachilinae,,Osmiini,,Heriades,NA,,,,,
Megabombus,,Insecta,538905,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Bombini,,Bombus,NA,,,,,
Osmia,Mason Bees,Insecta,57674,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Megachilidae,Megachilinae,,Osmiini,,Osmia,NA,,,,,
Xylocopa micans,Southern Carpenter Bee,Insecta,133788,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Xylocopinae,,Xylocopini,,Xylocopa,NA,Xylocopa micans,,,,
Colletes,Cellophane Bees,Insecta,127741,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Colletidae,Colletinae,,,,Colletes,NA,,,,,
Bombus sonorus,Sonoran Bumble Bee,Insecta,57690,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Bombini,,Bombus,NA,Bombus sonorus,,,,
Bombus pascuorum,Common Carder Bumble Bee,Insecta,55637,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Bombini,,Bombus,NA,Bombus pascuorum,,,,
Agapostemon splendens,Brown-winged Striped Sweat Bee,Insecta,199056,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Halictidae,Halictinae,,Halictini,,Agapostemon,NA,Agapostemon splendens,,,,
Ammophilinae,,Insecta,334320,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Sphecidae,Ammophilinae,,,,,NA,,,,,
Ammophilini,,Insecta,370786,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Sphecidae,Ammophilinae,,Ammophilini,,,NA,,,,,
Eulaema polychroma,,Insecta,271366,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Euglossini,,Eulaema,NA,Eulaema polychroma,,,,
Eulaema meriana,Merian's Orchid Bee,Insecta,271494,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Euglossini,,Eulaema,NA,Eulaema meriana,,,,
Lasioglossum ovaliceps,Oval-headed Sweat Bee,Insecta,459106,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Halictidae,Halictinae,,Halictini,,Lasioglossum,NA,Lasioglossum ovaliceps,,,,
Eulaema cingulata,Belted Orchid bee,Insecta,308728,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Euglossini,,Eulaema,NA,Eulaema cingulata,,,,
Diadasia,,Insecta,121512,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Emphorini,,Diadasia,NA,,,,,
Habropoda depressa,California Mountain-Digger Bee,Insecta,335697,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Anthophorini,,Habropoda,NA,Habropoda depressa,,,,
Centris labiata,,Insecta,309432,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Centridini,,Centris,NA,Centris labiata,,,,
Augochloropsis metallica,,Insecta,1428145,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Halictidae,Halictinae,,Augochlorini,,Augochloropsis,NA,,,,,
Melitoma,,Insecta,252669,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Emphorini,,Melitoma,NA,,,,,
Trachusa timberlakei,Timberlake's Resin-Leafcutter,Insecta,361625,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Megachilidae,Megachilinae,,Anthidiini,,Trachusa,NA,Trachusa timberlakei,,,,
Clypeadon,,Insecta,250763,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Crabronidae,Philanthinae,,Aphilanthopini,,Clypeadon,NA,,,,,
Hesperapis,,Insecta,177889,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Melittidae,Dasypodainae,,Dasypodaini,,Hesperapis,NA,,,,,
Lasioglossum microlepoides,,Insecta,271466,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Halictidae,Halictinae,,Halictini,,Lasioglossum,NA,Lasioglossum microlepoides,,,,
Eucera lunata,,Insecta,309410,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Eucerini,,Eucera,NA,Eucera lunata,,,,
Eutricharaea,,Insecta,415012,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Megachilidae,Megachilinae,,Megachilini,,Megachile,NA,,,,,
Calliopsis andreniformis,Eastern Miner Bee,Insecta,198952,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Andrenidae,Panurginae,,Calliopsini,,Calliopsis,NA,Calliopsis andreniformis,,,,
Zonamegilla,,Insecta,578059,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Anthophorini,,Amegilla,NA,,,,,
Sceliphron caementarium,Yellow-legged Mud-dauber Wasp,Insecta,121821,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Sphecidae,Sceliphrinae,,Sceliphrini,,Sceliphron,NA,Sceliphron caementarium,,,,
Flavipanurgus ibericus,,Insecta,433689,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Andrenidae,Panurginae,,Panurgini,,Flavipanurgus,NA,Flavipanurgus ibericus,,,,
Melecta,Mourning Bees,Insecta,178512,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Melectini,,Melecta,NA,,,,,
Panurgus,,Insecta,434201,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Andrenidae,Panurginae,,Panurgini,,Panurgus,NA,,,,,
Eucerini,Longhorn Bees,Insecta,121514,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Eucerini,,,NA,,,,,
Augochlorella aurata,Golden Sweat Bee,Insecta,133766,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Halictidae,Halictinae,,Augochlorini,,Augochlorella,NA,Augochlorella aurata,,,,
Halictini,,Insecta,335597,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Halictidae,Halictinae,,Halictini,,,NA,,,,,
Ptilothrix bombiformis,Hibiscus Turret Bee,Insecta,135307,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Emphorini,,Ptilothrix,NA,Ptilothrix bombiformis,,,,
Prionyx subfuscatus,,Insecta,467429,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Sphecidae,Sphecinae,,Prionychini,,Prionyx,NA,Prionyx subfuscatus,,,,
Eucera,,Insecta,123670,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Eucerini,,Eucera,NA,,,,,
Bicyrtes quadrifasciatus,Four-banded Stink Bug Wasp,Insecta,146852,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Crabronidae,Bembicinae,,Bembicini,Bembicina,Bicyrtes,NA,Bicyrtes quadrifasciatus,,,,
Bombus caliginosus,Fog-belt Bumble Bee,Insecta,344228,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Bombini,,Bombus,NA,Bombus caliginosus,,,,
Bombus terrestris,Buff-tailed Bumble Bee,Insecta,57516,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Bombini,,Bombus,NA,Bombus terrestris,,,,
Ceratina cyanea,Little Blue Carpenter Bee,Insecta,484635,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Xylocopinae,,Ceratinini,,Ceratina,NA,Ceratina cyanea,,,,
Augochlorini,Augochlorine Sweat Bees,Insecta,203037,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Halictidae,Halictinae,,Augochlorini,,,NA,,,,,
Bombus centralis,Great Basin Bumble Bee,Insecta,321463,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Bombini,,Bombus,NA,Bombus centralis,,,,
Bombus fraternus,Southern Plains Bumble Bee,Insecta,308937,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Bombini,,Bombus,NA,Bombus fraternus,,,,
Ectemnius maculosus,,Insecta,486048,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Crabronidae,Crabroninae,,Crabronini,Crabronina,Ectemnius,NA,Ectemnius maculosus,,,,
Panurginus,,Insecta,252761,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Andrenidae,Panurginae,,Panurgini,Panurginina,Panurginus,NA,,,,,
Bombus ternarius,Tricolored Bumble Bee,Insecta,127905,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Bombini,,Bombus,NA,Bombus ternarius,,,,
Eucerceris,,Insecta,173499,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Crabronidae,Philanthinae,,Cercerini,,Eucerceris,NA,,,,,
Bombus terrestris lusitanicus,,Insecta,424457,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Bombini,,Bombus,NA,Bombus terrestris,,Bombus terrestris lusitanicus,,
Nannotrigona perilampoides,Mexican Pitted-Stingless bee,Insecta,270991,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Meliponini,,Nannotrigona,NA,Nannotrigona perilampoides,,,,
Augochlorella,,Insecta,82526,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Halictidae,Halictinae,,Augochlorini,,Augochlorella,NA,,,,,
Neochelynia,,Insecta,571150,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Megachilidae,Megachilinae,,Megachilini,,Megachile,NA,,,,,
Bombus terricola,Yellow-banded Bumble Bee,Insecta,121517,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Bombini,,Bombus,NA,Bombus terricola,,,,
Bombus pratorum,Early Bumble Bee,Insecta,124910,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Bombini,,Bombus,NA,Bombus pratorum,,,,
Anthophora terminalis,Orange-tipped Wood-digger,Insecta,198854,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Anthophorini,,Anthophora,NA,Anthophora terminalis,,,,
Bombus affinis,Rusty-patched Bumble Bee,Insecta,121519,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Bombini,,Bombus,NA,Bombus affinis,,,,
Anthophora,Common Digger Bees,Insecta,57682,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Anthophorini,,Anthophora,NA,,,,,
Hypanthidium mexicanum,,Insecta,307704,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Megachilidae,Megachilinae,,Anthidiini,,Hypanthidium,NA,Hypanthidium mexicanum,,,,
Ceratina eximia,,Insecta,308787,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Xylocopinae,,Ceratinini,,Ceratina,NA,Ceratina eximia,,,,
Platynopoda,,Insecta,571251,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Xylocopinae,,Xylocopini,,Xylocopa,NA,,,,,
Bombus nevadensis,Nevada Bumble Bee,Insecta,341001,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,,Bombini,,Bombus,NA,Bombus nevadensis,,,,
Lasioglossum pavonotus,Peacock Sweat Bee,Insecta,1453119,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Halictidae,Halictinae,,Halictini,,Lasioglossum,NA,Lasioglossum pavonotus,,,,
Pseudaugochlora graminea,Grassy Green-Sweat bee,Insecta,271148,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Halictidae,Halictinae,,Augochlorini,,Pseudaugochlora,NA,Pseudaugochlora graminea,,,,
Halictus tripartitus,Tripartite Sweat Bee,Insecta,309390,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Halictidae,Halictinae,,Halictini,,Halictus,NA,Halictus tripartitus,,,,
Xylocopa tabaniformis parkinsoniae,Parkinsonia Horse-fly Carpenter,Insecta,325907,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Xylocopinae,,Xylocopini,,Xylocopa,NA,Xylocopa tabaniformis,,Xylocopa tabaniformis parkinsoniae,,
Melandrena,,Insecta,571409,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Andrenidae,Andreninae,,Andrenini,,Andrena,NA,,,,,
Halictidae,Sweat Bees,Insecta,49707,Animalia,Arthropoda,Hexapoda,NA,Insecta,bee,,Pterygota,,Hymenoptera,Apocrita,Apoidea,Halictidae,,,,,,NA,,,,,
