"","(Intercept)","bee_rich","bio1","bio12","bio15","bio16","bio17","bio4","bio5","bio6","et0","srad","wind.1","df","logLik","AICc","delta","weight","rsqs"
"1489",0.806635136527159,NA,NA,NA,NA,-8.52207669618985e-05,NA,-2.52187389057101e-05,0.000905569811654597,-0.000637519050145006,NA,-2.44974764967202e-05,NA,9,15.0721030173792,-4.31811907823659,13.1282820174742,4.78359396292006e-05,0.094
"175",0.801172414290747,NA,0.000757454685150054,-3.42796094102454e-05,-0.00301041392548626,NA,-0.000268823285711005,NA,-0.000633890272855242,NA,NA,NA,NA,9,15.0681233306724,-4.31015970482299,13.1362413908878,4.76459458846992e-05,0.093
"204",0.544591839910169,9.20306900202576e-05,0.000480445232337806,NA,-0.00106057882350119,NA,NA,5.0207357343151e-06,-0.000599514212087814,NA,NA,NA,NA,9,15.0627403998389,-4.2993938431561,13.1470072525547,4.73901601097111e-05,0.091
"3185",0.951255358009088,NA,NA,NA,NA,-0.000135945963010849,0.000116485101378308,-4.27057758407871e-06,NA,NA,NA,-2.08858896957545e-05,-0.0167696209386484,9,15.0624346299549,-4.29878230338813,13.1476187923227,4.73756718411033e-05,0.094
"3157",0.965188287997426,NA,NA,3.90226687116995e-05,NA,-0.000206787058281972,NA,-4.02858300922753e-06,NA,NA,NA,-2.15698237546939e-05,-0.0168964212038895,9,15.0604047278225,-4.29472249912318,13.1516785965876,4.72796014035869e-05,0.094
"3249",0.880716020524513,NA,NA,NA,NA,-0.000109868636091553,8.77762596015416e-05,NA,0.000144252578617715,NA,NA,-2.11694540121084e-05,-0.0124593774228243,9,15.0603839935048,-4.2946810304878,13.151720065223,4.72786211034741e-05,0.094
"1265",0.907705782763327,NA,NA,NA,NA,-0.000119526519747154,9.43453644095396e-05,-6.21737895388741e-06,0.000292914849089238,NA,NA,-2.58438657087594e-05,NA,9,15.0598305340539,-4.29357411158605,13.1528269841248,4.72524615435956e-05,0.094
"3221",0.893929052415419,NA,NA,2.98359440742918e-05,NA,-0.000165124406173739,NA,NA,0.000140787728017154,NA,NA,-2.17132579104918e-05,-0.0126438377250291,9,15.059667348036,-4.2932477395502,13.1531533561606,4.72447512316838e-05,0.093
"365",0.81169364360989,NA,NA,-3.62825529479705e-05,-0.00320040480742645,NA,-0.000265968288770003,-1.52050564609279e-05,NA,3.7375750176777e-05,NA,NA,NA,9,15.0572206393607,-4.2883543221997,13.1580467735111,4.71292983863198e-05,0.093
"363",0.670523535576031,NA,0.00112965137002589,NA,-0.00289616450202569,NA,-0.000378272173077607,-2.36405136542787e-05,NA,-0.00110821983456062,NA,NA,NA,9,15.0559339477613,-4.28578093900083,13.16062015671,4.70686965103221e-05,0.093
"2246",0.569044540578765,8.0592428132173e-05,NA,-1.82328261865108e-05,NA,NA,NA,1.28655124118826e-06,-0.000243873281226792,NA,NA,NA,-0.0260613860023429,9,15.054399321597,-4.2827116866723,13.1636894090385,4.69965190540113e-05,0.091
"3123",0.907139530591832,NA,0.000110637952607661,NA,NA,-0.000120300447774056,9.575134433756e-05,NA,NA,NA,NA,-2.10823583365869e-05,-0.0131706098228539,9,15.0543590001861,-4.28263104385039,13.1637700518604,4.69946241262565e-05,0.093
"1253",0.87864123384715,NA,NA,-6.35251145609002e-05,NA,NA,0.00027579339217061,-6.21745445639055e-06,0.000294452507319765,NA,NA,-2.44986405008422e-05,NA,9,15.0543395356679,-4.28259211481405,13.1638089808968,4.69937094074437e-05,0.093
"1237",0.917518196399657,NA,NA,3.05950454438177e-05,NA,-0.00017371481794864,NA,-5.96575484405924e-06,0.000291880274190032,NA,NA,-2.6351223180834e-05,NA,9,15.0537838162587,-4.28148067599563,13.1649204197152,4.69676013460653e-05,0.093
"2438",0.566279202193594,8.09522021879513e-05,NA,-1.8398508494344e-05,NA,NA,NA,NA,-0.000216575284459436,-2.71490628616397e-05,NA,NA,-0.0257605177776242,9,15.0528263903383,-4.2795658241549,13.1668352715559,4.69226548670145e-05,0.091
"3095",0.920711205208772,NA,0.000103006872191415,3.23049076610409e-05,NA,-0.000179471397844281,NA,NA,NA,NA,NA,-2.16029229860616e-05,-0.0135407988554309,9,15.0522740460131,-4.27846113550448,13.1679399602063,4.68967445612388e-05,0.093
"2184",0.572940614094805,8.28359269204928e-05,3.56564034718461e-05,-1.98805614211631e-05,NA,NA,NA,NA,-0.000274781717569854,NA,NA,NA,-0.0250728889999226,9,15.0520315964393,-4.2779762363568,13.168424859354,4.68853758437316e-05,0.091
"3377",0.924814535336824,NA,NA,NA,NA,-0.000122868050032206,9.76706854743505e-05,NA,NA,7.29117080101532e-05,NA,-2.09923066394231e-05,-0.0147575218616529,9,15.0496073316806,-4.27312770683955,13.1732733888713,4.6771850942187e-05,0.093
"3349",0.936985993426758,NA,NA,3.29185403578301e-05,NA,-0.000182798130774107,NA,NA,NA,6.58008058444538e-05,NA,-2.14894189843007e-05,-0.0151077332741148,9,15.0474028839641,-4.26871881140644,13.1776822843044,4.6668858404719e-05,0.093
"3237",0.851289224996709,NA,NA,-5.6983356718402e-05,NA,NA,0.000247719703132033,NA,0.000156650086248605,NA,NA,-2.01752760031804e-05,-0.0114650104663703,9,15.0470889230124,-4.26809088950309,13.1783102062077,4.66542085053891e-05,0.093
"392",0.414338271001669,8.72419153547309e-05,0.00291810026507111,-1.33325157058087e-05,NA,NA,NA,NA,-0.00137199849411505,-0.00156482480572363,NA,NA,NA,9,15.0438862729345,-4.26168558934726,13.1847155063636,4.65050304110116e-05,0.091
"3173",0.917072197348143,NA,NA,-7.06862499986828e-05,NA,NA,0.000315804761176672,-4.18884946163267e-06,NA,NA,NA,-1.94525242302906e-05,-0.01614021051063,9,15.0428881163405,-4.25968927615935,13.1867118195515,4.64586342674153e-05,0.093
"182",0.38035063839697,8.48505587593382e-05,NA,-0.000318116489903749,NA,0.000535239584402794,0.000996750088554703,NA,8.30862583583951e-05,NA,NA,NA,NA,9,15.0422612229289,-4.25843548933608,13.1879656063747,4.64295187827857e-05,0.092
"3111",0.87724519826137,NA,0.000124017688200098,-6.31463174353435e-05,NA,NA,0.000274096901020232,NA,NA,NA,NA,-2.00117594565568e-05,-0.0120586145579436,9,15.0410414972741,-4.25599603802652,13.1904050576843,4.63729220308592e-05,0.092
"340",0.347336282335547,8.59146001569255e-05,0.0018645734446034,NA,NA,-6.64859067725041e-05,NA,-3.18871264801852e-05,NA,-0.00182590586149389,NA,NA,NA,9,15.0368869515109,-4.24768694650014,13.1987141492107,4.61806632545874e-05,0.091
"1010",0.456077999312689,0.000190646195479569,NA,NA,NA,-0.000468392836033701,0.00055573798081353,-0.00016016841547772,0.00509009214261473,-0.00374104801032567,-0.000387391849847154,NA,NA,11,19.4089902437611,-4.24655191609369,13.1998491796171,4.6154462461473e-05,0.3
"3365",0.896760333791306,NA,NA,-6.47723989223219e-05,NA,NA,0.000280865095453353,NA,NA,8.38087176466529e-05,NA,-1.99199458846569e-05,-0.013739718239462,9,15.0359145823298,-4.24574220813784,13.200658887573,4.61357804257499e-05,0.092
"3125",0.918439674447532,NA,NA,2.0481765908065e-05,NA,-0.000154324546295079,3.97200950078972e-05,NA,NA,NA,NA,-1.99442724809231e-05,-0.0179216097843495,9,15.0355045218765,-4.24492208723123,13.2014790084796,4.61168658450408e-05,0.092
"2374",0.530821682411901,7.92521387883163e-05,NA,-1.71687333292001e-05,NA,NA,NA,-5.52564078409257e-06,NA,-0.000208053046287003,NA,NA,-0.0241690496551053,9,15.0349554736725,-4.24382399082318,13.2025771048876,4.60915524124564e-05,0.09
"2436",0.458042539550895,8.423808062065e-05,0.00193781903014241,NA,NA,NA,NA,NA,-0.000955196847200915,-0.00117586554939937,NA,NA,-0.0121034472318296,9,15.0286715895352,-4.2312562225487,13.2151448731621,4.58028265474134e-05,0.09
"1841",0.95070364907539,NA,NA,NA,NA,-9.03688363911812e-05,8.90117001245486e-05,NA,NA,9.96113713431697e-05,4.9105397255634e-05,-3.05469606470051e-05,NA,9,15.0241590038416,-4.22223105116151,13.2241700445493,4.55966030182344e-05,0.092
"1813",0.962124959352936,NA,NA,2.97400628685223e-05,NA,-0.000143597262014069,NA,NA,NA,9.35265509402443e-05,5.02586729044162e-05,-3.12050145200157e-05,NA,9,15.0213149368981,-4.21654291727446,13.2298581784364,4.54671074611576e-05,0.092
"1587",0.92221983875339,NA,0.000137417322489345,NA,NA,-9.05482298426247e-05,8.68595806561638e-05,NA,NA,NA,3.97614092634974e-05,-2.89553255060114e-05,NA,9,15.0211158316967,-4.21614470687165,13.2302563888392,4.5458055624733e-05,0.092
"2120",0.544288206054625,7.89505803733764e-05,-0.000196390276854781,-1.80245511446857e-05,NA,NA,NA,-2.23143970627665e-06,NA,NA,NA,NA,-0.0252175631499634,9,15.0189997669698,-4.21191257741793,13.2344885182929,4.53619651393729e-05,0.089
"1559",0.93513462948356,NA,0.000129312192265191,2.9116708181132e-05,NA,-0.0001427107944071,NA,NA,NA,NA,4.14373086555155e-05,-2.96955002268706e-05,NA,9,15.0186729121127,-4.21125886770363,13.2351422280072,4.53471407835755e-05,0.091
"1829",0.928866892991215,NA,NA,-4.83957608374113e-05,NA,NA,0.000226728205178687,NA,NA,0.000104733528977921,4.77541606792763e-05,-2.93916646573883e-05,NA,9,15.017948930147,-4.20981090377234,13.2365901919385,4.53143221529365e-05,0.091
"1575",0.898937525474804,NA,0.000143731410778228,-4.84063607124406e-05,NA,NA,0.000224418223758941,NA,NA,NA,3.80657882395449e-05,-2.77294733573524e-05,NA,9,15.0143888671703,-4.20269077781893,13.2437103178919,4.51532871298175e-05,0.091
"427",0.716752356576758,NA,0.00164055739605654,NA,-0.00277103549052188,NA,-0.000389589349834606,NA,-0.000857766623780276,-0.000721972869023366,NA,NA,NA,9,15.01377976069,-4.20147256485823,13.2449285308526,4.51257923444938e-05,0.09
"2312",0.530863656631677,7.65662999804995e-05,-0.000155963867575611,-1.68893654404708e-05,NA,NA,NA,NA,NA,-4.16471272092522e-06,NA,NA,-0.0249121630399519,9,15.0117638654774,-4.19744077443307,13.2489603212777,4.50349151060135e-05,0.089
"603",0.757250011835007,NA,0.000585905631453712,NA,-0.00147662344677128,-0.000162894639510415,NA,-4.0290035970951e-07,NA,NA,-0.000120403743094587,NA,NA,9,15.0090020619274,-4.19191716733303,13.2544839283778,4.49107091128244e-05,0.091
"3665",0.933378029765866,NA,NA,NA,NA,-7.94178913468681e-05,NA,-2.84927660872086e-06,NA,NA,4.24576358175165e-05,-2.61810655301419e-05,-0.0100453067874988,9,15.0074987836434,-4.18891061076509,13.2574904849457,4.48432465393128e-05,0.091
"1457",0.870582072054704,NA,NA,NA,NA,-9.6052458099172e-05,7.04141939137856e-05,NA,0.000234883707812151,6.15791728258988e-05,NA,-2.4670148342639e-05,NA,9,15.0066891198789,-4.18729128323608,13.2591098124747,4.48069532821575e-05,0.091
"1713",0.884560991368087,NA,NA,NA,NA,-7.98638910430539e-05,7.58907972813456e-05,NA,0.000173503957066788,NA,2.94005221402624e-05,-2.75206823876194e-05,NA,9,15.005781008771,-4.18547506102028,13.2609260346905,4.47662820599601e-05,0.091
"2714",0.671965835115529,0.000109134452271156,NA,NA,-0.00108815945062366,-0.000144236159506956,NA,NA,0.000717948226368534,NA,-0.000190586143715781,NA,-0.010484045808565,10,17.0922983370746,-4.1845966741492,13.2618044215616,4.47466253196175e-05,0.195
"1203",0.863451673424722,NA,9.78100418943509e-05,NA,NA,-9.58707783632176e-05,7.17578041084763e-05,NA,0.000195577469297724,NA,NA,-2.4351544649374e-05,NA,9,15.0050868768949,-4.18408679726807,13.2623142984427,4.47352191387366e-05,0.091
"1746",0.646788513087171,0.000136803235144492,NA,NA,NA,-0.000189979573336497,NA,-1.6100748623714e-05,0.00106272163933922,NA,-0.000240081184309019,-2.6853030334899e-06,NA,10,17.0918389497113,-4.18367789942255,13.2627231962883,4.47260740062624e-05,0.196
"1685",0.898737788446457,NA,NA,2.58845619848393e-05,NA,-0.000126861831169124,NA,NA,0.000162512075268975,NA,3.18452568591457e-05,-2.83061109060301e-05,NA,9,15.0048075652773,-4.18352817403282,13.262872921678,4.47227258171603e-05,0.091
"1429",0.877534814802062,NA,NA,2.2981117124596e-05,NA,-0.000136884187189594,NA,NA,0.000239468454538214,5.58824221759392e-05,NA,-2.50564556634109e-05,NA,9,15.0032484550452,-4.18040995356875,13.2659911421421,4.46530524860497e-05,0.091
"1445",0.84952957408204,NA,NA,-5.15633419503701e-05,NA,NA,0.000218139714100974,NA,0.000230254140427398,6.78499035867322e-05,NA,-2.36284598359757e-05,NA,9,15.003160701765,-4.18023444700818,13.2661666487026,4.46491342061427e-05,0.091
"3281",0.871906981545196,NA,NA,NA,NA,-8.97707372194196e-05,NA,-2.81309332363451e-06,0.000214813719307027,NA,NA,-2.22606404706019e-05,-0.00726407479210868,9,15.0025508366137,-4.17901471670561,13.2673863790052,4.46219125567668e-05,0.09
"1175",0.871203480358055,NA,8.81546397368961e-05,2.34510924251125e-05,NA,-0.000137583438858111,NA,NA,0.000204362709056608,NA,NA,-2.47775738805101e-05,NA,9,15.0018596420171,-4.17763232751242,13.2687687681984,4.45910807885212e-05,0.09
"1191",0.841179614001416,NA,0.000104593212590168,-5.12530795069771e-05,NA,NA,0.000218437398431183,NA,0.000190005192077593,NA,NA,-2.32754897646786e-05,NA,9,15.0008395115663,-4.17559206661079,13.2708090291,4.45456152635e-05,0.09
"3088",0.92043254187674,8.16554957890609e-05,0.000270166481014101,-4.49002737514607e-05,-0.00171322853729038,NA,NA,NA,NA,NA,NA,-2.17833770349793e-05,-0.00369644188749508,10,17.0873767315849,-4.17475346316987,13.2716476325409,4.45269411257039e-05,0.194
"1072",0.915979121077714,8.45763519507057e-05,0.000316527458180438,-4.92867806131716e-05,-0.00157632230621609,NA,4.89496135687907e-05,NA,NA,NA,NA,-2.32644262067797e-05,NA,10,17.0873531520699,-4.1747063041398,13.271694791571,4.45258912144044e-05,0.194
"1701",0.860525167469486,NA,NA,-4.25570143756539e-05,NA,NA,0.000195680137846197,NA,0.000186865824468077,NA,2.62248081097638e-05,-2.62404476404048e-05,NA,9,14.9990685054364,-4.17205005435111,13.2743510413597,4.44667945224204e-05,0.09
"1205",0.843832004180654,NA,NA,-4.37025506859419e-06,NA,-7.85991729378739e-05,7.89054176374273e-05,NA,0.000292991058498137,NA,NA,-2.40936018486814e-05,NA,9,14.998478040362,-4.1708691242023,13.2755319715085,4.44405461834104e-05,0.09
"3857",0.912221593787899,NA,NA,NA,NA,-7.60814714701294e-05,NA,NA,NA,3.6592154205214e-05,3.49603806974065e-05,-2.49512700093376e-05,-0.0103266160201599,9,14.9976940543449,-4.16930115216806,13.2770999435428,4.4405719070378e-05,0.09
"1056",0.92043138124311,8.38828252877429e-05,0.000312322462793968,-3.78058577654898e-05,-0.00162459493681127,-1.65307925640103e-05,NA,NA,NA,NA,NA,-2.32585224043054e-05,NA,10,17.0828208853763,-4.16564177075263,13.2807593249582,4.43245446235372e-05,0.194
"3729",0.887433214531229,NA,NA,NA,NA,-7.39760420671635e-05,NA,NA,6.99871135493768e-05,NA,2.67744340133556e-05,-2.38001544296503e-05,-0.010306275270048,9,14.995770355012,-4.16545375350229,13.2809473422085,4.43203779298917e-05,0.09
"1331",0.86106189494901,NA,0.000432671221885593,NA,NA,-0.000101726062210381,7.99113236078025e-05,NA,NA,-0.000162996019107035,NA,-2.35734532680342e-05,NA,9,14.9954146504712,-4.16474234442067,13.2816587512901,4.43046157737129e-05,0.09
"1419",0.859109367032657,NA,-0.000908400455212334,NA,-0.000802471701462809,NA,NA,NA,0.00066939515242046,0.000395701518501334,NA,-2.27392801782676e-05,NA,9,14.9952523923738,-4.16441782822592,13.2819832674849,4.42974275742401e-05,0.09
"3603",0.9038958831255,NA,2.83904895931287e-05,NA,NA,-7.38808424726408e-05,NA,NA,NA,NA,3.47863270999319e-05,-2.45919864599538e-05,-0.0107041001208533,9,14.9951213146073,-4.1641556726928,13.282245423018,4.42916215468983e-05,0.09
"1589",0.944791940405537,NA,NA,1.99008784063875e-05,NA,-0.00010721326279426,3.05191332505845e-05,NA,NA,NA,6.44599742167027e-05,-3.17819370917619e-05,NA,9,14.9942633732796,-4.16243979003747,13.2839613056733,4.42536382303621e-05,0.09
"1303",0.868766840922735,NA,0.000443473352818292,2.63442383395228e-05,NA,-0.000148823593667712,NA,NA,NA,-0.000175376764165447,NA,-2.39947476071311e-05,NA,9,14.9918353504629,-4.15758374440402,13.2888173513068,4.41463197256277e-05,0.09
"3473",0.856481033167159,NA,NA,NA,NA,-8.25380259825029e-05,NA,NA,0.000181710125541239,1.54605939372972e-05,NA,-2.13644700203348e-05,-0.00874505584372886,9,14.9901822733253,-4.15427759012885,13.292123505582,4.40734027390871e-05,0.09
"1319",0.840464453646207,NA,0.000414554871432154,-5.4520156537342e-05,NA,NA,0.000235735980514584,NA,NA,-0.000144754477199814,NA,-2.25196364418083e-05,NA,9,14.9900940638896,-4.15410117125747,13.2922999244533,4.40695152205631e-05,0.09
"3598",0.895785623137904,8.70489531747726e-05,NA,-4.81818453356637e-05,-0.00182896848725652,NA,NA,NA,NA,NA,-5.93732699192948e-05,-8.86885497295472e-06,-0.0217734598218553,10,17.0769664926424,-4.15393298528489,13.2924681104259,4.40658094392411e-05,0.194
"3219",0.848902724524966,NA,-1.52389925903064e-05,NA,NA,-7.98418523034759e-05,NA,NA,0.000206529447851056,NA,NA,-2.11314741054298e-05,-0.00914335636375746,9,14.9898309598085,-4.15357496309521,13.2928261326156,4.405792187645e-05,0.09
"977",0.431925170214431,NA,NA,NA,NA,-0.000134711923017169,NA,-4.68990302533628e-05,0.00236679980583559,-0.00137117683895937,-0.000193593198828069,NA,NA,9,14.9888141073459,-4.15154125816998,13.2948598375408,4.40131442400756e-05,0.09
"3211",0.821519911298617,NA,-0.000270688586875967,NA,-0.000819593560842418,NA,NA,NA,0.000358681369606813,NA,NA,-1.95464570861717e-05,-0.0037486291943944,9,14.9878527352548,-4.14961851398779,13.296782581723,4.39708515643182e-05,0.089
"1139",0.914354986213514,NA,0.000230391810521702,NA,NA,-0.000113682500346919,8.78012579205025e-05,-1.60618891479614e-06,NA,NA,NA,-2.47471312810966e-05,NA,9,14.9877400152536,-4.14939307398551,13.2970080217253,4.39658954492117e-05,0.09
"2140",1.04923289720305,0.000106433963577519,-0.000636290802813249,NA,-0.00260936976727338,-0.000235842582827651,NA,-3.62018503649573e-05,NA,NA,NA,NA,-0.0479937298361346,10,17.0741717468125,-4.14834349362498,13.2980576020858,4.39428286321622e-05,0.191
"1079",0.889777750473634,NA,0.000249949756191681,-2.02887512245299e-05,NA,-7.022318909004e-05,0.000139849852056797,NA,NA,NA,NA,-2.40145746241985e-05,NA,9,14.9857199669564,-4.145352977391,13.3010481183198,4.38771718601102e-05,0.09
"123",0.768010684353433,NA,0.000100120393323064,NA,-0.00308706185877336,-3.95224649435123e-05,-0.000393790949774234,-1.11518961781976e-05,NA,NA,NA,NA,NA,9,14.9852535146088,-4.14442007269578,13.301981023015,4.38567100228966e-05,0.089
"1127",0.886512840196402,NA,0.000234557319981345,-6.0625873299516e-05,NA,NA,0.000261133420159793,-1.55090829702204e-06,NA,NA,NA,-2.34719301667355e-05,NA,9,14.9846354822424,-4.14318400796305,13.3032170877478,4.38296135307373e-05,0.09
"187",0.781961152783587,NA,0.000632781196272985,NA,-0.00298981512675424,-3.58565258772495e-05,-0.000394678392912019,NA,-0.000528142898438983,NA,NA,NA,NA,9,14.9837943554335,-4.14150175434531,13.3048993413655,4.37927627680289e-05,0.089
"1745",0.879651914096972,NA,NA,NA,NA,-8.0699720204795e-05,NA,-3.99625010515006e-06,0.00025340349926154,NA,1.17620453573367e-05,-2.57024818564368e-05,NA,9,14.9832890928764,-4.14049122923108,13.3059098664797,4.37706415137209e-05,0.089
"1450",1.06832986946018,9.17090682413885e-05,NA,NA,-0.00258323791945748,NA,-0.000348477363529415,NA,-0.000434975698317193,0.000422155058967074,NA,-2.11288355181194e-05,NA,10,17.0687965034767,-4.13759300695343,13.3088080887574,4.37072589248493e-05,0.193
"1111",0.923198987716399,NA,0.000229205737774656,2.82814423791987e-05,NA,-0.000163534233131357,NA,-1.38148052222883e-06,NA,NA,NA,-2.52093832925644e-05,NA,9,14.9816215205644,-4.1371560846071,13.3092450111037,4.36977116286835e-05,0.089
"249",0.767487696808397,NA,NA,NA,-0.00310288933058136,-3.91324340736183e-05,-0.000393360958746028,-1.31191825253699e-05,8.71097194768371e-05,NA,NA,NA,NA,9,14.9799296827521,-4.13377240898246,13.3126286867283,4.36238446908966e-05,0.089
"1084",0.934162713327327,8.51016091883116e-05,0.000307000509505869,NA,-0.00153455707546338,-9.00799109541214e-05,-8.91023630930262e-05,NA,NA,NA,NA,-2.42752529009202e-05,NA,10,17.0657254685445,-4.13145093708908,13.3149501586217,4.35732383022402e-05,0.193
"1355",0.775746413839698,NA,0.000890033425491073,NA,-0.000964943848555267,NA,NA,-1.07371485610258e-05,NA,-0.000881868646694958,NA,-1.71764546987647e-05,NA,9,14.9762634879885,-4.12644001945521,13.3199610762556,4.34642039956726e-05,0.089
"3465",0.810941534928661,NA,NA,NA,-0.000826086604289093,NA,NA,NA,0.000229396984626881,-0.000135996311392629,NA,-1.91403378735123e-05,-0.00252618359767688,9,14.9745494014264,-4.12301184633105,13.3233892493798,4.3389766402137e-05,0.089
