"","Value","Std.Error","t-value","p-value"
"(Intercept)",0.404792590010829,0.0967824819448067,4.18249854598351,0
"temp_seasonality",1.33435328482504e-05,2.79092716319409e-05,0.478103944245512,0.636
"prop_bee_angios",1.26474430946633,1.86246138273808,0.679071427299597,0.502
"temp_seasonality:prop_bee_angios",-0.000208857676624685,0.000354697266697354,-0.588833623019973,0.561
