"","Value","Std.Error","t-value","p-value"
"(Intercept)",0.446666666666667,0.055796586726195,8.00526865305487,0
"super_biometemperate",0.0104779357625076,0.0785385272909536,0.133411411238857,0.895
"super_biometropical",0.0561904761904762,0.0715167108727332,0.785697153920702,0.438
