"","Value","Std.Error","t-value","p-value"
"(Intercept)",0.492677864543719,0.0808400509118691,6.09447741541913,0
"precipitation",-6.87557744556565e-05,6.30918333082326e-05,-1.0897729682343,0.285
"prop_bee_angios",-0.669004450287092,0.994891886171895,-0.672439347014137,0.507
"precipitation:prop_bee_angios",0.00192917208547234,0.00166580768882895,1.15810012068592,0.256
