"","Value","Std.Error","t-value","p-value"
"(Intercept)",0.467393844883245,0.0839116655455665,5.57006992823229,0
"ai",-6.16053705499774e-06,8.77182468012386e-06,-0.702309642480309,0.488
"prop_bee_angios",-0.224278572963105,0.847130560936848,-0.264750893551843,0.793
"ai:prop_bee_angios",0.000186402193427809,0.000192345273182023,0.969102023377567,0.341
