"","Value","Std.Error","t-value","p-value"
"(Intercept)",0.457355224329606,0.0700832073094814,6.52588889532359,0
"elevation",-2.11036110916128e-06,5.12352734416167e-05,-0.0411896134713923,0.967
"prop_bee_angios",-0.0647818904681681,0.810357838632239,-0.0799423259451776,0.937
"elevation:prop_bee_angios",0.000252844626612078,0.000517358877734394,0.488721924941791,0.629
