"","Value","Std.Error","t-value","p-value"
"(Intercept)",0.488947250459967,0.167488528658532,2.91928799169769,0.007
"prec_seasonality",-0.000496835149365209,0.00242631623238157,-0.204769330038046,0.839
"prop_bee_angios",1.00517226650593,2.60724735350925,0.38553007452592,0.703
"prec_seasonality:prop_bee_angios",-0.0101960250320973,0.037797671045022,-0.269752732118137,0.789
