"","Value","Std.Error","t-value","p-value"
"(Intercept)",0.369933808523032,0.0788453658942279,4.69189031374783,0
"bin_biomeopen",0.134359226475991,0.0995191838829048,1.35008368471027,0.187
"prop_bee_angios",1.21857899335185,0.896249383265236,1.35964276919477,0.184
"bin_biomeopen:prop_bee_angios",-1.48872761244325,1.12271644778397,-1.32600499029093,0.195
