"","Value","Std.Error","t-value","p-value"
"(Intercept)",0.356904613623592,0.131356387983857,2.71707085663359,0.011
"temperature",0.000533384141091105,0.000644562808848958,0.82751305810462,0.415
"prop_bee_angios",1.20449561563587,1.16568042926486,1.03329830834981,0.31
"temperature:prop_bee_angios",-0.00577176908201445,0.00682711748198348,-0.845418157406246,0.405
